ICKEA--IEEE, Ei Compendex & Scopus 2018	 2018 3rd International Conference on Knowledge Engineering and Applications (ICKEA 2018)--IEEE, Ei Compendex & Scopus	Moscow, Russia
INISTA  2018	IEEE International Conference on Innovations in Intelligent SysTems and Applications 	Thessaloniki, Greece
DMAP 2017	3rd International Conference on Data Mining and Applications	Dubai, UAE
SDM 2018	SIAM International Conference on Data Mining	San Diego, USA
SocialNLP 2017	The 5th International Workshop on Natural Language Processing for Social Media	Boston, USA
SABID 2017	Workshop on Solar & Stellar Astronomy BIg Data (SABID)	Boston, USA
SABID 2017	Workshop on Solar & Stellar Astronomy BIg Data (SABID)	Boston, USA
CMC 2017	3rd International Conference on Control, Modeling and Computing	Sydney, Australia
ICAITA 2017	6th International Conference on Advanced Information Technologies and Applications	Sydney, Australia
DRCN 2018	14th International Conference on the Design of Reliable Communication Networks (DRCN 2018)	Chatillon, France
SDM 2018	Workshop Proposals - SDM'18: THE EIGHTEENTH SIAM INTERNATIONAL CONFERENCE ON DATA MINING	San Diego, USA
BIBM SEPDA 2017	CFP for the 2nd International Workshop on Semantics-Powered Data Analytics (SEPDA 2017)	Kansas City, USA
KARE  2017	KARE 2017 - The 9th International Workshop on Knowledge Acquisition Reuse & Evaluation	Jaipur, India
VICTA 2017	Workshop on Visions on Internet of Cultural Things and Applications	Jaipur, India
ICCTS - Ei 2017	2017 6th International Conference on Computer Technology and Science (ICCTS 2017)-EI Compendex, Scopus	Singapore
IEEE ITNEC 2017	2017 IEEE 2nd Information Technology,Networking,Electronic and Automation Control Conference	Chengdu, China
ICMCT 2017	2017 4th International Conference on Multimedia and Communication Technologies and Science (ICMCT 2017)-EI Compendex, Scopus	Singapore
ACM--ICCIP 2017	ACM--2017 the 3rd International Conference on Communication and Information Processing (ICCIP 2017)--Ei Compendex, ISI Web of Science and Scopus	Tokyo, Japan
PredictGIS 2017	1st Workshop on Prediction of Human Mobility at ACM SIGSPATIAL 2017 (PredictGIS 2017)	Redondo Beach, USA
CSITEC 2017	3rd International Conference on Computer Science, Information Technology	Dubai, UAE
ACM SAC-RS 2018	ACM SIGAPP Symposium On Applied Computing 2018 - Track on Recommender Systems: Theory, User Interactions and Applications	Pau, France
IEEE FRUCT 2017	21st Conference of Open Innovations Association FRUCT	Helsinki, Finland
TAAI 2017	The 22nd Conference on Technologies and Applications of Artificial Intelligence [Deadline Extended]	Taipei, Taiwan
ICKD 2017	2017 6th International Conference on Knowledge Discovery (ICKD 2017)--Ei Compendex and Scopus	Penang, Malaysia
LKE 2017	5th International Symposium on Language & Knowledge Engineering	Puebla, Mexico
DMIP 2017	The 1st ICDM Workshop on Data Mining in Practice: Automation and Cost	New Orleans, USA
ICON 2017	14th International Conference on Natural Language Processing 	Kolkata, India
SIGSPATIAL Workshops  2017	SIGSPATIAL Workshops 2017	Redondo Beach, USA
INCISCOS 2017	2nd International Conference on Information Systems and Computer Science	Quito, Ecuador
BDCAT 2017	The 4th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies	Austin, USA
IEEE - ICKEA 2017	IEEE--2017 2nd International Conference on Knowledge Engineering and Applications (ICKEA 2017)--Ei Compendex and Scopus	London, UK
ACM - ICBDR 2017	ACM--2017 International Conference on Big Data Research (ICBDR 2017) -- Ei Compendex & Scopus	Osaka, Japan
TRAP 2017	First European Conference on Traffic Mining Applied to Police Activities	Rome, Italy
DSHCM  2017	Final Call for Papers - The 1st International Workshop on Data Science for Human Capital Management (collocated with IEEE ICDM'17)	New Orleans, USA
BDVA 2017	International Symposium on Big Data Visual Analytics	Adelaide, Australia
ICT & KE 2017	The 15th International Conference on ICT and Knowledge Engineering	Bangkok, Thailand
ICDM ARIAL 2017	1st Workshop on Data mining for Aging, Rehabilitation and Independent Assisted Living (ARIAL) in conjunction with International Conference on Data Mining (ICDM'2017)	New Orleans, USA
SERecSys 2017	2nd ICDM Workshop on Semantics-Enabled Recommender Systems	New Orleans, USA
DAPS 2017	Data mining for the Analysis of Performance and Success (workshop @ ICDM2017)	New Orleans, USA
HighStream@ICDM 2017	1st High-Performance Data Stream Mining Workshop at International Conference on Data Mining (ICDM'2017)	New Orleans, USA
HighStream@ICDM 2017	1st High-Performance Data Stream Mining Workshop at International Conference on Data Mining (ICDM'2017)	New Orleans, USA
DMCS  2017	DMCS - Data Mining for Cyber Security 2017 (collocated with IEEE ICDM'17)	New Orleans, USA
ICDM - MoDAT 2017	The 5th International Workshop on the Market of Data - Creating tools, data, and sensors from the Social Intelligence 	New Orleans, USA
IEEE Big Data 2017	2017 IEEE International Conference on Big Data	Boston, USA
ACUMEN 2017	Data Science for Human Performance in Social Networks	New Orleans, USA
ACML 2017	The 9th Asian Conference on Machine Learning	Seoul, South Korea
ACML  2017	The 9th Asian Conference on Machine Learning	Seoul, South Korea
ICCBDC - ACM 2017	International Conference on Cloud and Big Data Computing (ICCBDC 2017)--Ei Compendex and Scopus	London, UK
ICICT 2017	CFP - The IEEE International Conference ICICT at India	Coimbatore, India
ICPET 2017	International Conference on Promising Electronic Technologies 2017	Deir El-Balah, Palestine
HPGDML 2017	High Performance Graph Data Mining and Machine Learning Workshop	New Orleans, USA
FICC 2018	The FICC 2018 at Singapore, Paper Submission Due: August 1st 2017	Singapore
SCDS 2017	3rd International Conference on Soft Computing in Data Science	Yogyakarta, Indonesia
BAFI 2018	Business Analytics in Finance and Industry	Santiago, Chile
GISCUP  2017	The 6th GIS-focused algorithm competition, GISCUP 2017	Los Angeles, USA
【Ei/ SCOPUS】AIAAT 2017	【Ei/ SCOPUS】2017 International Conference on Artificial Intelligence Applications and Technologies(AIAAT 2017)	Hawaii, USA
DARE 2017	ECML PKDD 2017, 5th International Workshop on Data Analytics for Renewable Energy Integration	Skopje, Macedonia
ADMA 2017	The 13th International Conference on Advanced Data Mining and Applications	Singapore
Workshop on Massive Dataflow Analysis 2017	In conjunction The 14th ACS/IEEE International Conference on Computer Systems and Applications (AICCSA 2017)	Hammamet, Tunisia
KDD 2017	Networking with Experts - Call for Proposals	Halifax, Canada
MIWAI 2017	The 11th Multi-disciplinary International Workshop on Artificial Intelligence	Bandar Seri Begawan, Brunei
DEAs 2017	Data Enabled Applications 2017	Bandar Seri Begawan, Brunei
BDA 2017	5th International Conference on Big Data Analytics (BDA 2017) 	Hyderabad, India
FADS 2017	International Conference on the Frontiers and Advances in Data Science	Xi'an, China
LIDTA 2017	1st International Workshop on Learning with Imbalanced Domains: Theory and Applications	Skopje, Macedonia
IEEE ITOEC 2017	2017 IEEE 3rd Information Technology and Mechatronics Engineering Conference 	Chongqing, China
MLSA 2017	Machine Learning and Data Mining for Sports Analytics (Workshop @ ECML/PKDD 2017)	Skopje, Macedonia
SoGood 2017	2nd Workshop on Data Science for Social Good @ ECML PKDD	Skopje, Macedonia
ICDIM 2017	Twelfth International Conference on Digital Information Management 	Fukuoka, Japan
MoD@ITSC 2017	1st ITSC Workshop on Modelling, Analysis and Control of Intelligent Mobility-on-Demand Systems	Yokohama, Japan
IDEAL 2017	18th International Conference on Intelligent Data Engineering and Automated Learning 	Guilin, China
DMBD 2017	DMBD'2017：Call for Papers (Jan. 30, 2017)	Fukuoka, Japan
KDD 2017	Call for Participation: KDD'17 registration is now open	Halifax, Canada
RecSysKTL 2017	Workshop on Intelligent Recommender Systems by Knowledge Transfer and Learning	Como, Italy
KDD 2017	KDD 2017 Startup Travel Awards - Final Call for Applications	Halifax, Canada
ICACS - EI 2017	2017 International Conference on Algorithms, Computing and Systems (ICACS 2017)--Ei Compendex and Scopus	Jeju Island, South Korea
SIGSPATIAL 2017	The 25th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (ACM SIGSPATIAL GIS 2017)	Los Angeles, USA
DSAA 2017	The 4th IEEE International Conference on Data Science and Advanced Analytics 2017	Tokyo, Japan
EnGeoData@DSAA 2017	Special Session EnGeoData - Environmental and Geo-spatial Data Analytics - DSAA'2017	Tokyo, Japan
DS 2017	The 20th International Conference on Discovery Science	Kyoto, Japan
ICDM 2017	IEEE International Conference on Data Mining 2017	New Orleans, USA
IDEA 2017	KDD 2016 Workshop on Interactive Data Exploration and Analytics (KDD-IDEA)	Halifax, Canada
DaMIS 2017	DaMIS 2017: The 2nd Edition of the International Workshop on Data Mining on IoT Systems	Lund, Sweden
AusDM 2017	15th Australasian Data Mining Conference	Melbourne, Australia
UrbComp 2017	UrbComp 2017 : The 6th International Workshop on Urban Computing (in conjunction with KDD'17)	Halifax, Canada
ITCSE 2017	6th International Conference on Information Technology Convergence and Services	Zurich, Switzerland
KDD MiLeTS Workshop 2017	SIGKDD Workshop on Mining and Learning from Time Series (MiLeTS 2017)	Halifax, Canada
Fashion-ML-KDD 2017	Machine Learning Meets Fashion 	Halifax, Canada
MLG 2017	13th International Workshop on Mining and Learning with Graphs	Halifax, Canada
CD 2017	The 2017 ACM SIGKDD Workshop on Causal Discovery 	Halifax, Canada
SML 2017	IJCAI Workshop on Semantic Machine Learning (SML 2017)  	Melbourne, Australia
LDM 2017	The 2017 International Workshop on Linked Data Mining	Hefei, China
EvoNets@DSAA 2017	Special Session on on Evolving Networks - DSAA'2017	Tokyo, Japan
DSSD 2017	Data Science in Societal Debates	Tokyo, Japan
Game Data Science 2017	Special Session on Game Data Science at IEEE DSAA2017	Tokyo, Japan
AKTS 2017	Special Session on Innovative Applications for Knowledge Transfer Support	Druskininkai, Lithuania
BIOKDD 2017	International Workshop on Data Mining in Bioinformatics (BIOKDD'17)	Halifax, Canada
CIARP 2017	22nd Iberoamerican Congress on Pattern Recognition	Valparaiso, Chile
SBDDE 2017	 International Workshop on Social and Big Data in Digital Ecosystems	Bangkok, Thailand
INIT/AERFAISummerSchoolML 2017	INIT/AERFAI Summer School on Machine Learning	Benicassim, Spain
DIM 2017	Extended: The Six IEEE International Workshop on Data Integration and Mining	San Diego, USA
IDA 2017	The Sixteenth International Symposium on Intelligent Data Analysis	London, UK
DIPDMWC 2017	The Fourth International Conference on Digital Information Processing, Data Mining and Wireless Communication (DIPDMWC2017)	Jakarta, Indonesia
WISE 2017	WISE 2017: The 18th International Conference on Web Information Systems Engineering	Moscow, Russia
DTWSM 2017	The 4th International Workshop on Data, Text, Web, and Social Network Mining	Helsinki, Finland
Workshop - DMIN 2017	Workshop on Data Mining in Transportation Security	Las Vegas, Nevada
DTMN 2017	3rd International Conference on Data Mining	Dubai, UAE
DMDB 2017	4th International Conference on Data Mining and Database	Vienna, Austria
KDD 2017	CALL FOR 2017 ACM SIGKDD INNOVATION AND SERVICE AWARDS NOMINATIONS	Halifax, Canada
WPRSM 2017	The International Workshop on Web Personalization, Recommender Systems and Social Media	Leipzig, Germany
COREDEMA 2017	3rd International Workshop on Conflict Resolution in Decision Making	Melbourne, Australia
AIST 2017	The 6th International Conference on Analysis of Images, Social Networks, and Texts	Moscow, Russia
APDM 2017	IJCAI 2017 Workshop: Abuse Preventive Data Mining 2017	Melbourne, Australia
KES PR TAC 2017	Extended Deadline KES 2017 Session on Pattern Recognition: Trends, Applications and Challenges	Marseille, France
BI 2017	The 2017 International Conference on Brain Informatics	Beijing, China
KDD 2017	ACM SIGKDD TEST-OF-TIME PAPER AWARDS - CALL FOR NOMINATION	Halifax, Canada
AIM@EPIA 2017	Artificial Intelligence in Medicine	Porto, Portugal
GTM 2017	7th Global TechMining Conference	Atlanta, USA
KDD 2017	2017 SIGKDD Doctoral Dissertation Award	Halifax, Canada
DSCI 2017	CFP deadline Apr 28 23:59 GMT, Data Science and Computational Intelligence@San Francisco, USA	San Francisco, USA
ECML-PKDD 2017	European Conference on Machine Learning and Principles and Practice of Knowledge Discovery	Skopje, Macedonia
WPDM 2017	The first International Workshop on Parallel Data Mining	Genoa, Italy
ST-Analytics 2017	Advances in Spatio-Temporal Analytics	Trieste, Italy
IEEE ISI 2017	The 2017 IEEE International Conference on Intelligence and Security Informatics (ISI)	Beijing, China
IEEE ISI 2017	2017 IEEE International Conference on Intelligence and Security Informatics	Beijing, China
DMCIT 2017	ACM-2017 International Conference on Data Mining, Communications and  Information Technology(DMCIT 2017)--EI	Phuket, Thailand
IEEE ISI 2017	IEEE International Conference on Intelligence and Security Informatics (ISI)	Beijing, China
Special Session in SMC 2017	Special Session on Information Systems for Design and Marketing in IEEE SMC 2017	Banff, Canada
AI 2017	30th Australasian Joint Conference on Artificial Intelligence	Melbourne, Australia
EnCHIReS  2017	2nd ACM EICS Workshop on Engineering Computer-Human Interaction in Recommender Systems	Lisbon, Portugal
SMMA 2017	CFP Deadline Mar 31st: Social Media Mining and Analysis 2017 @Great Britain	Exeter, England
INDIA 2017	Knoweldge-driven Computing (KDC) Special Session at INDIA-2017 International Conference	Da Nang, Vietnam
ICCDA - ACM 2017	2017 International Conference on Compute and Data Analysis (ICCDA 2017)—SCOPUS & Ei Compendex	Lakeland, USA
AISI 2017	The 3rd International Conference on Advanced Intelligent Systems and Informatics 	Cairo, Egypt
SDAM 2017	Special Session on Smart Data and Data Analytics for Automation and Manufacturing Systems  at IEEE 15th Conference on Industrial Inforamtics INDIN'2017 	Emden, Germany
IJCRS 2017	International Joint Conference on Rough Sets	Olsztyn, Poland
DaWaK 2017	19th International Conference on Big Data Analytics and Knowledge Discovery	Lyon, France
Smart X 2017	The 2017 International Conference on Smart X	Guangzhou, China
PACMA 2017	Physiological and Affective Computing: Methods and Applications	Trieste, Italy
ICCIDE 2017	International Conference on Computational Intelligence & Data Engineering	Vijayawada, India
DEW 2017	Data Exploration in the Web 3.0 Age (IEEE WETICE 2017 track)	Poznan, Poland
AIAPP 2017	Fourth International Conference on Artificial Intelligence and Applications	Geneva, Switzerland
ACM-BCB 2017	8th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics - Call for Tutorials	Boston, USA
GeoRich 2017	GeoRich@SIGMOD/PODS 2017: Submission Deadline Extended to March 5	Chicago, USA
GeoRich 2017	GeoRich 2017 : GeoRich@SIGMOD/PODS 2017: Submission Deadline Extended to March 5 - CORRECT DATES	Chicago, USA
NetCrime 2017	Symposium on the Structure and Mobility of Crime	Indianapolis, USA
DATA 2017	6th International Conference on Data Science, Technology and Applications	Madrid, Spain
FUSION 2017	20th International Conference on Information Fusion	Xi'an, China
DMA  2017	Third International Conference on Data Mining and Applications	Geneva, Switzerland
ICOK 2017	2017 2nd International Conference on Knowledge (ICOK 2017)	Chengdu, China
KDD 2017	Call for Workshop Proposals	Halifax, Canada
KDD 2017	Call for Tutorials	Halifax, Canada
LDK 2017	Language, Data and Knowledge	Galway, Ireland
GeoRich @ ACM SIGMOD/PODS 2017	GeoRich 2017 - ACM SIGMOD Workshop on Managing and Mining Enriched Geo-Spatial Data	Raleigh, USA
KDD 2017	Call for Research Papers	Halifax, Canada
KDD 2017	Call for Applied Data Science Papers	Halifax, Canada
FASOMA 2017	Special Session on Foundations and Applications of Social Media Analysis	Naples, Italy
ICFCC - Ei 2017	2017 9th International Conference on Future Computer and Communication (ICFCC 2017) - Ei & Scopus	Nagoya, Japan
KES IDT DSS 2017	KES IDT - Decision Support Systems - Special Session	Vilamoura, Portugal
HAIS 2017	The 12th International Conference on Hybrid Artificial Intelligence Systems	La Rioja, Spain
ISMIS 2017	23rd International Symposium on Methodologies for Intelligent Systems	Warsaw, Poland
WASMM 2017	Web and Social Media Mining- PAAMS Special Session	Porto, Portugal
IMMM 2017	The Seventh International Conference on Advances in Information Mining and Management	Venice, Italy
ADMI 2017	Agents and Data Mining Interaction@AAMAS2017	Sao Paulo, Brazil
DMS 2017	Eighth International Conference on Database Management Systems	Sydney, Australia
MLRec 2017	MLRec 2017 : 3rd International Workshop on Machine Learning Methods for Recommender Systems	Houston, USA
HDMM 2017	2nd International Workshop on Health Data Management and Mining (HDMM) 2017	San Diego, USA
CEC SS on Eng Appl 2017	CEC 2017 Special Session on Engineering Applications of Evolutionary Computation	San Sebastian, Spain
CyberSafety 2017	Call for contributions: CyberSafety Workshop 2017	Perth, Australia
BigScholar 2017	The 4th WWW Workshop on Big Scholarly Data	Perth, Australia
BigNet 2017	Big Network Analytics Workshop at WWW 2017	Perth, Australia
BDASD 2017	Special Session on  Big Data Analytics and Stream Data Mining 	Warsaw, Poland
ParLearning 2017	The 6th International Workshop on Parallel and Distributed Computing for Large Scale Machine Learning and Big Data Analytics	Orlando, USA
WOW 2017	Workshop on Web Observatories, Social Machines and Decentralisation	Perth, Australia
KES-IDT / IABIRP 2017	IS06: Interdisciplinary Approaches in Business Intelligence Research and Practice	Vilamoura, Portugal
NextComp 2017	Next Generation Computing Applications (NextComp2017) Conference 	Pointe aux Piments, Mauritius
MLDM 2017	Machine Learning and Data Mining in Pattern Recognition	New York City, USA
CORES 2017	10th International Conference on Computer Recognition Systems	Polanica Zdroj, Poland
CCML 2017	The 16th China Conference on Machine Learning	Tianjin, China
PICICT 2017	Second Palestinian International Conference on Information and Communication Technology (PICICT 2017)	Gaza, Palestine
DKMP 2017	Fifth International Conference on Data Mining & Knowledge Management Process	Dubai, UAE
SoMePeAS 2017	ECIR 2017 Workshop on "Social Media for Personalization And Search"	Aberdeen, UK
iDSC 2017	1st International Data Science Conference	Salzburg, Austria
SCESM Special Session IoT  2017	SCESM 2017 Special Session on Security and Privacy Issue in WSN and IoT	Belgaum, India
dmmooc 2017	The First International Workshop on Data Management and Mining on MOOCs	Suzhou, China
SeCoP 2017	The 4th International Workshop on Semantic Computing and Personalization	Suzhou, China
AKG 2017	NTCIR-13 Actionable Knowledge Graph (AKG) Task	Tokyo, Japan
IEA/AIE NAAD 2017	Special Track on Novel Approaches to Anomaly Detection	Arras, France
SmartMedDev  2017	Special Session on Smart Medical Devices - From Lab to Clinical Practice - SmartMedDev 2017	Porto, Portugal
DMAP 2016	Second International Conference on Data Mining and Applications	Vienna, Austria
KDD Cup 2017	Call for Proposals	Halifax, Canada
KDD Cup 2017	Call for Proposals	Halifax, Canada
WSDM Cup 2017	WSDM Cup 2017: Knowledge Base Quality and Search	Cambridge, UK
BDAS 2017	13th (IEEE technically co-sponsored) International Conference Beyond Databases, Architectures and Structures	Ustron, Poland
ITPF 2016	The 5th international conference on Information Technology, Present and Future	Mashhad, Iran
ITMLS 2017	Intelligent Technologies and Methodologies of Learning Systems	Barcelona, Spain
Big Data Analytics@IJCNN 2017	[Deadline Extended] Special Session: 'Large Datasets and Big Data Analytics: Theory, Methods, and Applications' at IJCNN 2017	Anchorage, USA
Sideways 2017	Social Media World Sensors 2017	Madeira, Portugal
EAST - FLAIRS 2017	lEArning from heterogeneouS data analyTics - FLAIRS	Marco Island, USA
FLAIRS 2017	FLAIRS-30:  Special Track in Data Mining	Marco Island, USA
SWM 2017	1st Workshop on Scholarly Web Mining	Cambridge, UK
IFAC World Congress SIMCA 2017	IFAC WORLD CONGRESS '2017 OPEN INVITED TRACK on SYSTEM IDENTIFICATION for MANUFACTURING CONTROL APPLICATIONS	Toulouse, France
Archiving 2017	IS&T Archiving Conference 2017	Riga, Latvia
DASFAA 2017	The 22nd International Conference on Database Systems for Advanced Applications	Suzhou, China
PAKDD 2017	The 21st Pacific-Asia Conference on Knowledge Discovery and Data Mining	Jeju Island, South Korea
L@S 2017	L@S 2017: Fourth Annual ACM Conference on Learning at Scale	Cambridge, USA
BigGraphs 2016	Third IEEE Big Data Workshop on High Performance Big Graph Data Management, Analysis, and Mining	Washington DC, USA
BigGraphs 2016	The 3rd IEEE Big Data Workshop on High Performance Big Graph Data Management, Analysis, and Mining	Washington DC, USA
SDM 2017	SDM'17: the Seventeenth SIAM International Conference on Data Mining	Houston, USA
ICDE 2017	IEEE INTERNATIONAL CONFERENCE ON DATA ENGINEERING 2017 	San Diego, USA
TMNZ 2016	First New Zealand Text Mining Workshop	Hamilton, New Zealand
INCISCOS 2016	International Conference on Information Systems and Computer Science	Quito, Ecuador
MAMLAKE 2017	Special Session on Modern Applications of Machine Learning for Actionable Knowledge Extraction	Kanazawa, Japan
ADS 2017	ACIIDS 2017 Special Session on Applications of Data Science	Kanazawa, Japan
CPSCom 2016	The 9th IEEE International Conference on Cyber, Physical and Social Computing	Chengdu, China
GreenCom 2016	The 12th IEEE International Conference on Green Computing and Communications	Chengdu, China
iThings 2016	The 9th IEEE International Conference on Internet of Things	Chengdu, China
SmartData 2016	The 2016 IEEE International Symposium on Smart Data	Chengdu, China
SABID 2016	Workshop on Solar & Stellar Astronomy BIg Data	Washington DC, USA
SDAAM 2017	IEEE Symposium on Data Analytics for Advanced Manufacturing	Washington DC, USA
IC-ININFO 2016	International Conference on Integrated Information	Athens, Greece
ACM SAC-RS 2017	ACM SIGAPP Symposium On Applied Computing 2017 - Track on Recommender Systems: Theory and Applications	Marrakech, Morocco
DATA STREAMS TRACK 2017	DATA STREAMS TRACK - ACM SAC 2017	Marrakech, Morocco
CSTSC 2016	Workshop on AppliCations, Services and Techniques related to Smart City	Gran Canaria, Spain
MindCare 2016	6th EAI International Symposium on Pervasive Computing Paradigms for Mental Health	Barcelona, Spain
ADMA 2016	Advanced Data Mining and Applications	Gold Coast, Australia
WiML 2016	11th Workshop for Women in Machine Learning, Co-located with NIPS	Barcelona, Spain
SoMeRis 2016	2nd International ICDM Workshop on Data Science for Social Media and Risk (SoMeRis 2016)	Barcelona, Spain
MDDM 2016	1st International Workshop on Maritime Domain Data Mining at ICDM 2016	Barcelona, Spain
MLPM 2016	Special Session on Machine Learning for Predictive Models in Engineering Applications - IEEE ICMLA 2016	Anaheim, USA
serecsys 2016	ICDM 2016 Workshop on Semantics-Enabled Recommender Systems (SERecSys) 	Barcelona, Spain
AECIA 2016	Third International Afro-European Conference for Industrial Advancement	Marrakesh, Morocco
ACML 2016	8th Asian Conference on Machine Learning	Hamilton, New Zealand
DSBDA  2016	The Fourth ICDM Workshop on Data Science and Big Data Analytics	Barcelona, Spain
DMS 2016	IEEE International Workshop on Data Mining for Service	Barcelona, Spain
BigDF 2016	IEEE International Workshop on Foundations of Big Data Computing	Hyderabad, India
DaMNet 2016	The Sixth IEEE ICDM Workshop on Data Mining in Networks	Barcelona, Spain
WSDM 2017	International Conference on Web Search and Data Mining	Cambridge, UK
DMIoT 2016	The First Workshop on Data Mining for Internet of Things (DMIoT 2016) held in conjunction with the IEEE International Conference on Data Mining series (ICDM) 	Barcelona, Spain
DAPS 2016	Data mining for the Analysis of Performance and Success	Barcelona, Spain
IEEE HPSC  2016	The 3rd IEEE International Conference on High Performance and Smart Computing	Shenzhen, China
ALatIKNOW 2016	Active Learning: Applications, Foundations and Emerging Trends	Graz, Austria
DAVA 2016	2nd International Workshop on DAta mining meets Visual Analytics at big data era In Conjunction with CIKM 2016 	Indianapolis, USA
GOODTECHS 2016	Special Track on Open Challanges in Online Social Networks@GOODTECHS 2016	Venice, Italy
IWBDS 2016	International Workshop on Big Data of Services	Shanghai, China
AI 2016	The 29th Australasian Joint Conference on Artificial Intelligence	Hobart, Australia
